0.59946	0.25855	0.25807	0.2581	0.25828	0.24449	0.24378	0.24408	0.24425	0.24439	0.24413	0.24406	0.21798	0.21809	0.14479	0.11649	0.11599	0.1161	0.033294	0.033078	-0.035181	-0.041662	-0.041666	-0.041995	-0.041769	-0.042052	-0.042926	-0.042875	-0.042436	-0.04235	-0.041625	-0.041999	-0.041981	-0.042196	-0.041632	-0.041011	-0.041207	-0.043829	-0.042863	-0.043183	-0.043261	-0.043268	-0.043255	-0.042551	-0.042069	-0.041245	-0.041116	-0.031401	-0.025587	-0.02591	-0.02572	-0.025399	-0.025576	-0.018517	-0.055291	-0.067787	-0.071262	-0.071306	-0.071382	-0.071314	-0.071639	-0.069699	-0.070179	-0.069982	-0.068772	-0.069108	-0.069048	-0.06909	-0.063914	-0.065476	-0.074902	-0.085172	-0.085411	-0.091688	-0.095228	-0.095611	-0.09568	-0.095823	-0.096006	-0.096768	-0.096665	-0.096651	-0.096816	-0.096748	-0.096669	-0.096618	-0.096638	-0.094336	-0.094119	-0.094305	-0.094387	-0.094025	-0.094129	-0.094469	-0.094361	-0.093717	-0.089793	-0.089857	-0.089674	-0.075682	-0.039425	-0.039245	-0.039756	-0.039801	-0.038663	-0.03535	-0.048187	-0.048104	-0.048623	-0.049084	-0.047623	-0.052215	-0.052522	-0.052615	-0.051196	-0.051178	-0.051956	-0.051994	-0.050563	-0.050775	-0.050509	-0.0505	-0.050227	-0.048077	9.1009e-05	3.4029e-05	-0.00039631	-0.00050906	-0.0019244	-0.0013675	-0.00095731	0.0030163	0.0030737	0.0030664	0.013513	0.013018	0.012883	0.013318	0.014607	0.18255	0.18292	0.18321	0.18333	0.18356	0.18522	0.18571	0.18917	0.22076	0.22132
0.25855	0.59967	0.2632	0.26323	0.26341	0.24438	0.24367	0.24397	0.24414	0.24428	0.24402	0.24395	0.21787	0.21798	0.14468	0.11639	0.11588	0.11599	0.033186	0.03297	-0.035289	-0.04177	-0.041775	-0.042104	-0.041878	-0.04216	-0.043034	-0.042983	-0.042544	-0.042458	-0.041734	-0.042108	-0.042089	-0.042304	-0.04174	-0.04112	-0.041316	-0.043937	-0.042971	-0.043292	-0.04337	-0.043376	-0.043364	-0.04266	-0.042177	-0.041353	-0.041224	-0.031509	-0.025696	-0.026018	-0.025829	-0.025507	-0.025684	-0.018625	-0.055399	-0.067895	-0.07137	-0.071414	-0.07149	-0.071422	-0.071747	-0.069808	-0.070287	-0.07009	-0.06888	-0.069216	-0.069157	-0.069198	-0.064022	-0.065584	-0.07501	-0.08528	-0.085519	-0.091797	-0.095337	-0.09572	-0.095788	-0.095931	-0.096114	-0.096876	-0.096773	-0.096759	-0.096924	-0.096856	-0.096777	-0.096726	-0.096747	-0.094444	-0.094227	-0.094413	-0.094495	-0.094133	-0.094237	-0.094578	-0.094469	-0.093825	-0.089901	-0.089965	-0.089783	-0.075791	-0.039533	-0.039353	-0.039864	-0.039909	-0.038771	-0.035458	-0.048296	-0.048212	-0.048731	-0.049192	-0.047731	-0.052324	-0.05263	-0.052723	-0.051304	-0.051286	-0.052064	-0.052103	-0.050671	-0.050883	-0.050618	-0.050609	-0.050335	-0.048185	-1.7313e-05	-7.4293e-05	-0.00050463	-0.00061738	-0.0020327	-0.0014758	-0.0010656	0.002908	0.0029654	0.0029581	0.013404	0.01291	0.012775	0.01321	0.014498	0.18244	0.18282	0.18311	0.18322	0.18346	0.18511	0.1856	0.18906	0.22066	0.22121
0.25807	0.2632	0.64561	0.28393	0.2677	0.24389	0.24318	0.24348	0.24365	0.24379	0.24354	0.24346	0.21738	0.21749	0.14419	0.1159	0.11539	0.11551	0.032697	0.032481	-0.035778	-0.042259	-0.042264	-0.042593	-0.042367	-0.042649	-0.043523	-0.043472	-0.043033	-0.042948	-0.042223	-0.042597	-0.042578	-0.042793	-0.04223	-0.041609	-0.041805	-0.044427	-0.043461	-0.043781	-0.043859	-0.043865	-0.043853	-0.043149	-0.042666	-0.041842	-0.041714	-0.031998	-0.026185	-0.026508	-0.026318	-0.025996	-0.026173	-0.019114	-0.055889	-0.068384	-0.071859	-0.071903	-0.071979	-0.071911	-0.072237	-0.070297	-0.070776	-0.070579	-0.069369	-0.069705	-0.069646	-0.069687	-0.064511	-0.066073	-0.075499	-0.085769	-0.086009	-0.092286	-0.095826	-0.096209	-0.096277	-0.09642	-0.096604	-0.097365	-0.097262	-0.097248	-0.097414	-0.097346	-0.097266	-0.097216	-0.097236	-0.094933	-0.094716	-0.094902	-0.094984	-0.094623	-0.094726	-0.095067	-0.094958	-0.094314	-0.090391	-0.090455	-0.090272	-0.07628	-0.040022	-0.039842	-0.040353	-0.040399	-0.03926	-0.035947	-0.048785	-0.048701	-0.04922	-0.049681	-0.04822	-0.052813	-0.053119	-0.053213	-0.051793	-0.051775	-0.052553	-0.052592	-0.05116	-0.051373	-0.051107	-0.051098	-0.050824	-0.048674	-0.00050651	-0.00056349	-0.00099382	-0.0011066	-0.0025219	-0.001965	-0.0015548	0.0024188	0.0024762	0.0024689	0.012915	0.01242	0.012285	0.012721	0.014009	0.18195	0.18233	0.18262	0.18273	0.18297	0.18463	0.18511	0.18857	0.22017	0.22072
0.2581	0.26323	0.28393	0.64074	0.26774	0.24392	0.24322	0.24352	0.24368	0.24383	0.24357	0.2435	0.21741	0.21753	0.14422	0.11593	0.11543	0.11554	0.03273	0.032514	-0.035745	-0.042226	-0.042231	-0.04256	-0.042334	-0.042616	-0.04349	-0.043439	-0.043	-0.042915	-0.04219	-0.042564	-0.042545	-0.04276	-0.042197	-0.041576	-0.041772	-0.044394	-0.043428	-0.043748	-0.043826	-0.043832	-0.04382	-0.043116	-0.042633	-0.041809	-0.041681	-0.031965	-0.026152	-0.026474	-0.026285	-0.025963	-0.02614	-0.019081	-0.055856	-0.068351	-0.071826	-0.07187	-0.071946	-0.071878	-0.072203	-0.070264	-0.070743	-0.070546	-0.069336	-0.069672	-0.069613	-0.069654	-0.064478	-0.06604	-0.075466	-0.085736	-0.085975	-0.092253	-0.095793	-0.096176	-0.096244	-0.096387	-0.096571	-0.097332	-0.097229	-0.097215	-0.097381	-0.097313	-0.097233	-0.097182	-0.097203	-0.0949	-0.094683	-0.094869	-0.094951	-0.09459	-0.094693	-0.095034	-0.094925	-0.094281	-0.090358	-0.090421	-0.090239	-0.076247	-0.039989	-0.039809	-0.04032	-0.040365	-0.039227	-0.035914	-0.048752	-0.048668	-0.049187	-0.049648	-0.048187	-0.05278	-0.053086	-0.05318	-0.05176	-0.051742	-0.05252	-0.052559	-0.051127	-0.05134	-0.051074	-0.051065	-0.050791	-0.048641	-0.00047342	-0.0005304	-0.00096074	-0.0010735	-0.0024889	-0.0019319	-0.0015217	0.0024519	0.0025093	0.0025019	0.012948	0.012453	0.012319	0.012754	0.014042	0.18199	0.18236	0.18265	0.18276	0.183	0.18466	0.18514	0.1886	0.2202	0.22075
0.25828	0.26341	0.2677	0.26774	0.63018	0.24411	0.2434	0.2437	0.24387	0.24401	0.24375	0.24368	0.2176	0.21771	0.14441	0.11611	0.11561	0.11572	0.032913	0.032697	-0.035562	-0.042043	-0.042047	-0.042376	-0.04215	-0.042433	-0.043307	-0.043256	-0.042817	-0.042731	-0.042006	-0.04238	-0.042362	-0.042577	-0.042013	-0.041392	-0.041588	-0.04421	-0.043244	-0.043564	-0.043642	-0.043649	-0.043636	-0.042932	-0.04245	-0.041626	-0.041497	-0.031782	-0.025968	-0.026291	-0.026101	-0.02578	-0.025956	-0.018898	-0.055672	-0.068168	-0.071642	-0.071687	-0.071763	-0.071695	-0.07202	-0.07008	-0.07056	-0.070363	-0.069153	-0.069489	-0.069429	-0.069471	-0.064295	-0.065857	-0.075283	-0.085553	-0.085792	-0.092069	-0.095609	-0.095992	-0.096061	-0.096204	-0.096387	-0.097149	-0.097046	-0.097032	-0.097197	-0.097129	-0.097049	-0.096999	-0.097019	-0.094716	-0.0945	-0.094686	-0.094767	-0.094406	-0.09451	-0.09485	-0.094742	-0.094098	-0.090174	-0.090238	-0.090055	-0.076063	-0.039806	-0.039626	-0.040137	-0.040182	-0.039044	-0.035731	-0.048568	-0.048484	-0.049004	-0.049464	-0.048004	-0.052596	-0.052903	-0.052996	-0.051577	-0.051559	-0.052337	-0.052375	-0.050944	-0.051156	-0.05089	-0.050881	-0.050607	-0.048458	-0.00028993	-0.00034691	-0.00077725	-0.00089	-0.0023054	-0.0017485	-0.0013383	0.0026354	0.0026928	0.0026854	0.013132	0.012637	0.012502	0.012938	0.014226	0.18217	0.18254	0.18283	0.18295	0.18318	0.18484	0.18533	0.18879	0.22038	0.22094
0.24449	0.24438	0.24389	0.24392	0.24411	0.63686	0.24573	0.24603	0.24619	0.24634	0.24608	0.24601	0.21803	0.21815	0.14484	0.11655	0.11605	0.11616	0.03335	0.033134	-0.035125	-0.041606	-0.041611	-0.04194	-0.041714	-0.041996	-0.04287	-0.042819	-0.04238	-0.042294	-0.04157	-0.041944	-0.041925	-0.04214	-0.041576	-0.040956	-0.041152	-0.043773	-0.042808	-0.043128	-0.043206	-0.043212	-0.0432	-0.042496	-0.042013	-0.041189	-0.041061	-0.031345	-0.025532	-0.025854	-0.025665	-0.025343	-0.02552	-0.018461	-0.055236	-0.067731	-0.071206	-0.07125	-0.071326	-0.071258	-0.071583	-0.069644	-0.070123	-0.069926	-0.068716	-0.069052	-0.068993	-0.069034	-0.063858	-0.06542	-0.074846	-0.085116	-0.085355	-0.091633	-0.095173	-0.095556	-0.095624	-0.095767	-0.095951	-0.096712	-0.096609	-0.096595	-0.096761	-0.096692	-0.096613	-0.096562	-0.096583	-0.09428	-0.094063	-0.094249	-0.094331	-0.09397	-0.094073	-0.094414	-0.094305	-0.093661	-0.089737	-0.089801	-0.089619	-0.075627	-0.039369	-0.039189	-0.0397	-0.039745	-0.038607	-0.035294	-0.048132	-0.048048	-0.048567	-0.049028	-0.047567	-0.05216	-0.052466	-0.052559	-0.05114	-0.051122	-0.0519	-0.051939	-0.050507	-0.05072	-0.050454	-0.050445	-0.050171	-0.048021	0.00014665	8.9667e-05	-0.00034067	-0.00045342	-0.0018688	-0.0013119	-0.00090168	0.0030719	0.0031293	0.003122	0.013568	0.013074	0.012939	0.013374	0.014662	0.18261	0.18298	0.18327	0.18338	0.18362	0.18528	0.18576	0.18922	0.22082	0.22137
0.24378	0.24367	0.24318	0.24322	0.2434	0.24573	0.68343	0.27382	0.25836	0.25719	0.24753	0.24746	0.21733	0.21744	0.14414	0.11584	0.11534	0.11545	0.032644	0.032428	-0.035831	-0.042312	-0.042317	-0.042646	-0.04242	-0.042702	-0.043576	-0.043525	-0.043086	-0.043001	-0.042276	-0.04265	-0.042631	-0.042846	-0.042283	-0.041662	-0.041858	-0.04448	-0.043514	-0.043834	-0.043912	-0.043918	-0.043906	-0.043202	-0.042719	-0.041896	-0.041767	-0.032051	-0.026238	-0.026561	-0.026371	-0.02605	-0.026226	-0.019168	-0.055942	-0.068437	-0.071912	-0.071956	-0.072033	-0.071965	-0.07229	-0.07035	-0.070829	-0.070633	-0.069422	-0.069759	-0.069699	-0.06974	-0.064565	-0.066126	-0.075552	-0.085822	-0.086062	-0.092339	-0.095879	-0.096262	-0.09633	-0.096473	-0.096657	-0.097418	-0.097316	-0.097301	-0.097467	-0.097399	-0.097319	-0.097269	-0.097289	-0.094986	-0.09477	-0.094955	-0.095037	-0.094676	-0.094779	-0.09512	-0.095012	-0.094368	-0.090444	-0.090508	-0.090325	-0.076333	-0.040075	-0.039896	-0.040406	-0.040452	-0.039313	-0.036001	-0.048838	-0.048754	-0.049274	-0.049734	-0.048273	-0.052866	-0.053172	-0.053266	-0.051847	-0.051829	-0.052606	-0.052645	-0.051213	-0.051426	-0.05116	-0.051151	-0.050877	-0.048727	-0.00055959	-0.00061657	-0.0010469	-0.0011597	-0.002575	-0.0020181	-0.0016079	0.0023657	0.0024231	0.0024158	0.012862	0.012367	0.012232	0.012668	0.013956	0.1819	0.18227	0.18256	0.18268	0.18291	0.18457	0.18506	0.18852	0.22011	0.22067
0.24408	0.24397	0.24348	0.24352	0.2437	0.24603	0.27382	0.63942	0.25866	0.25749	0.24783	0.24776	0.21763	0.21774	0.14444	0.11614	0.11564	0.11575	0.032943	0.032727	-0.035532	-0.042013	-0.042018	-0.042347	-0.04212	-0.042403	-0.043277	-0.043226	-0.042787	-0.042701	-0.041977	-0.042351	-0.042332	-0.042547	-0.041983	-0.041362	-0.041558	-0.04418	-0.043214	-0.043534	-0.043613	-0.043619	-0.043607	-0.042902	-0.04242	-0.041596	-0.041467	-0.031752	-0.025939	-0.026261	-0.026071	-0.02575	-0.025927	-0.018868	-0.055642	-0.068138	-0.071613	-0.071657	-0.071733	-0.071665	-0.07199	-0.070051	-0.07053	-0.070333	-0.069123	-0.069459	-0.069399	-0.069441	-0.064265	-0.065827	-0.075253	-0.085523	-0.085762	-0.09204	-0.09558	-0.095963	-0.096031	-0.096174	-0.096357	-0.097119	-0.097016	-0.097002	-0.097167	-0.097099	-0.09702	-0.096969	-0.096989	-0.094687	-0.09447	-0.094656	-0.094738	-0.094376	-0.09448	-0.09482	-0.094712	-0.094068	-0.090144	-0.090208	-0.090026	-0.076034	-0.039776	-0.039596	-0.040107	-0.040152	-0.039014	-0.035701	-0.048538	-0.048455	-0.048974	-0.049435	-0.047974	-0.052567	-0.052873	-0.052966	-0.051547	-0.051529	-0.052307	-0.052346	-0.050914	-0.051126	-0.050861	-0.050852	-0.050578	-0.048428	-0.0002602	-0.00031718	-0.00074751	-0.00086027	-0.0022756	-0.0017187	-0.0013085	0.0026651	0.0027225	0.0027152	0.013162	0.012667	0.012532	0.012967	0.014256	0.1822	0.18257	0.18286	0.18298	0.18321	0.18487	0.18536	0.18882	0.22041	0.22097
0.24425	0.24414	0.24365	0.24368	0.24387	0.24619	0.25836	0.25866	0.63047	0.25766	0.248	0.24793	0.2178	0.21791	0.1446	0.11631	0.11581	0.11592	0.03311	0.032894	-0.035365	-0.041846	-0.04185	-0.042179	-0.041953	-0.042236	-0.04311	-0.043059	-0.04262	-0.042534	-0.041809	-0.042183	-0.042165	-0.04238	-0.041816	-0.041195	-0.041391	-0.044013	-0.043047	-0.043367	-0.043445	-0.043452	-0.043439	-0.042735	-0.042253	-0.041429	-0.0413	-0.031585	-0.025771	-0.026094	-0.025904	-0.025583	-0.025759	-0.018701	-0.055475	-0.067971	-0.071446	-0.07149	-0.071566	-0.071498	-0.071823	-0.069883	-0.070363	-0.070166	-0.068956	-0.069292	-0.069232	-0.069274	-0.064098	-0.06566	-0.075086	-0.085356	-0.085595	-0.091872	-0.095412	-0.095795	-0.095864	-0.096007	-0.09619	-0.096952	-0.096849	-0.096835	-0.097	-0.096932	-0.096852	-0.096802	-0.096822	-0.094519	-0.094303	-0.094489	-0.09457	-0.094209	-0.094313	-0.094653	-0.094545	-0.093901	-0.089977	-0.090041	-0.089858	-0.075866	-0.039609	-0.039429	-0.03994	-0.039985	-0.038847	-0.035534	-0.048371	-0.048288	-0.048807	-0.049268	-0.047807	-0.052399	-0.052706	-0.052799	-0.05138	-0.051362	-0.05214	-0.052178	-0.050747	-0.050959	-0.050693	-0.050684	-0.05041	-0.048261	-9.2951e-05	-0.00014993	-0.00058027	-0.00069302	-0.0021084	-0.0015515	-0.0011413	0.0028324	0.0028897	0.0028824	0.013329	0.012834	0.012699	0.013134	0.014423	0.18237	0.18274	0.18303	0.18314	0.18338	0.18504	0.18552	0.18898	0.22058	0.22113
0.24439	0.24428	0.24379	0.24383	0.24401	0.24634	0.25719	0.25749	0.25766	0.61201	0.24814	0.24807	0.21794	0.21805	0.14475	0.11645	0.11595	0.11606	0.033254	0.033038	-0.035221	-0.041702	-0.041707	-0.042036	-0.04181	-0.042092	-0.042966	-0.042915	-0.042476	-0.042391	-0.041666	-0.04204	-0.042021	-0.042236	-0.041673	-0.041052	-0.041248	-0.04387	-0.042904	-0.043224	-0.043302	-0.043308	-0.043296	-0.042592	-0.042109	-0.041286	-0.041157	-0.031441	-0.025628	-0.025951	-0.025761	-0.02544	-0.025616	-0.018558	-0.055332	-0.067827	-0.071302	-0.071346	-0.071423	-0.071355	-0.07168	-0.06974	-0.070219	-0.070023	-0.068812	-0.069149	-0.069089	-0.06913	-0.063955	-0.065516	-0.074942	-0.085212	-0.085452	-0.091729	-0.095269	-0.095652	-0.09572	-0.095863	-0.096047	-0.096808	-0.096706	-0.096691	-0.096857	-0.096789	-0.096709	-0.096659	-0.096679	-0.094376	-0.09416	-0.094345	-0.094427	-0.094066	-0.094169	-0.09451	-0.094402	-0.093758	-0.089834	-0.089898	-0.089715	-0.075723	-0.039465	-0.039286	-0.039796	-0.039842	-0.038703	-0.035391	-0.048228	-0.048144	-0.048664	-0.049124	-0.047663	-0.052256	-0.052562	-0.052656	-0.051237	-0.051219	-0.051996	-0.052035	-0.050603	-0.050816	-0.05055	-0.050541	-0.050267	-0.048117	5.0405e-05	-6.5748e-06	-0.00043691	-0.00054966	-0.001965	-0.0014081	-0.00099792	0.0029757	0.0030331	0.0030258	0.013472	0.012977	0.012842	0.013278	0.014566	0.18251	0.18288	0.18317	0.18329	0.18352	0.18518	0.18567	0.18913	0.22072	0.22128
